,COMMUNITY AREA NAME,BUILDING_SUBTYPE,TOTAL KWH,TOTAL THERMS,TOTAL POPULATION,TOTAL UNITS,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE
27796,Humboldt Park,Single Family,18581.0,5154.0,81.0,35.0,111.0,3.38
27797,Humboldt Park,Multi < 7,112187.0,21203.0,128.0,40.0,92.27,4.27
27798,Humboldt Park,Single Family,12956.0,1826.0,128.0,40.0,111.0,4.27
27799,Humboldt Park,Multi 7+,5035.0,3490.0,92.0,38.0,89.0,3.17
27800,Humboldt Park,Multi < 7,85135.0,19513.0,92.0,38.0,92.9,3.17
27801,Humboldt Park,Single Family,38402.0,16356.0,92.0,38.0,89.67,3.17
27802,Humboldt Park,Multi < 7,42729.0,9367.0,63.0,17.0,75.75,3.94
27803,Humboldt Park,Single Family,61212.0,8161.0,63.0,17.0,104.29,3.94
27804,Humboldt Park,Multi < 7,163498.0,35768.0,123.0,44.0,100.64,3.62
27805,Humboldt Park,Multi < 7,30244.0,3746.0,9.0,5.0,0.0,1.8
27806,Humboldt Park,Single Family,17052.0,2092.0,123.0,44.0,65.0,3.62
27807,Humboldt Park,Multi < 7,168474.0,27895.0,127.0,54.0,82.38,3.26
27808,Humboldt Park,Multi < 7,219311.0,21371.0,82.0,43.0,86.15,2.65
27810,Humboldt Park,Multi < 7,75819.0,19735.0,117.0,42.0,102.5,4.03
27812,Humboldt Park,Single Family,17314.0,2862.0,117.0,42.0,93.33,4.03
27813,Humboldt Park,Multi < 7,118592.0,13754.0,114.0,40.0,101.56,4.75
27814,Humboldt Park,Single Family,22829.0,4945.0,114.0,40.0,81.25,4.75
27815,Humboldt Park,Multi < 7,154328.0,38798.0,94.0,40.0,96.5,2.85
27816,Humboldt Park,Multi < 7,165329.0,42774.0,117.0,55.0,84.07,2.85
27818,Humboldt Park,Multi < 7,137564.0,21189.0,126.0,43.0,103.73,3.71
27819,Humboldt Park,Single Family,22168.0,7224.0,126.0,43.0,119.75,3.71
27820,Humboldt Park,Multi < 7,78593.0,15402.0,125.0,57.0,92.56,3.05
27821,Humboldt Park,Single Family,97134.0,12205.0,125.0,57.0,107.5,3.05
27822,Humboldt Park,Multi < 7,101395.0,19253.0,84.0,37.0,92.75,3.11
27823,Humboldt Park,Single Family,54278.0,9412.0,84.0,37.0,84.2,3.11
27825,Humboldt Park,Multi < 7,92422.0,19937.0,87.0,45.0,80.0,2.72
27827,Humboldt Park,Single Family,19331.0,3978.0,87.0,45.0,95.0,2.72
27828,Humboldt Park,Multi < 7,140634.0,22117.0,135.0,43.0,94.42,3.97
27829,Humboldt Park,Single Family,28091.0,4470.0,135.0,43.0,110.25,3.97
27830,Humboldt Park,Multi < 7,91886.0,16864.0,52.0,19.0,94.38,3.25
27831,Humboldt Park,Single Family,31690.0,4582.0,52.0,19.0,121.0,3.25
27832,Humboldt Park,Multi < 7,45567.0,7895.0,49.0,29.0,108.4,3.27
27833,Humboldt Park,Single Family,40774.0,5196.0,49.0,29.0,114.2,3.27
27834,Humboldt Park,Multi < 7,72450.0,7388.0,60.0,23.0,77.2,3.75
27835,Humboldt Park,Single Family,39341.0,6805.0,60.0,23.0,82.83,3.75
27836,Humboldt Park,Multi < 7,68388.0,14032.0,91.0,33.0,99.17,3.37
27837,Humboldt Park,Single Family,53813.0,7058.0,91.0,33.0,109.0,3.37
27838,Humboldt Park,Multi < 7,33551.0,3671.0,48.0,19.0,92.0,3.2
27839,Humboldt Park,Single Family,105570.0,17094.0,48.0,19.0,105.13,3.2
27840,Humboldt Park,Multi < 7,80811.0,18290.0,105.0,35.0,69.38,3.75
27841,Humboldt Park,Single Family,46599.0,9141.0,105.0,35.0,76.25,3.75
27844,Humboldt Park,Single Family,22291.0,4910.0,23.0,10.0,88.5,2.56
27847,Humboldt Park,Multi < 7,169012.0,18644.0,121.0,50.0,92.09,3.27
27848,Humboldt Park,Single Family,16083.0,5158.0,121.0,50.0,98.83,3.27
27850,Humboldt Park,Multi < 7,105414.0,21450.0,123.0,57.0,97.8,2.8
27852,Humboldt Park,Single Family,37435.0,8003.0,123.0,57.0,89.2,2.8
27853,Humboldt Park,Multi < 7,113777.0,18285.0,181.0,53.0,97.29,4.43
27854,Humboldt Park,Multi < 7,111298.0,18116.0,53.0,27.0,100.0,2.94
27855,Humboldt Park,Single Family,14640.0,3151.0,53.0,27.0,118.5,2.94
27856,Humboldt Park,Multi < 7,137960.0,23335.0,126.0,47.0,99.09,3.23
27857,Humboldt Park,Single Family,55833.0,7638.0,126.0,47.0,96.33,3.23
27858,Humboldt Park,Multi < 7,116501.0,18477.0,90.0,36.0,90.9,2.81
27859,Humboldt Park,Single Family,62633.0,14035.0,90.0,36.0,106.44,2.81
27860,Humboldt Park,Multi < 7,108303.0,20392.0,87.0,32.0,96.0,3.48
27861,Humboldt Park,Single Family,38542.0,6387.0,87.0,32.0,107.0,3.48
27862,Humboldt Park,Multi < 7,108321.0,25489.0,80.0,32.0,96.36,3.2
27863,Humboldt Park,Multi < 7,119944.0,9474.0,65.0,23.0,71.0,4.64
27864,Humboldt Park,Multi < 7,69367.0,15823.0,41.0,23.0,80.86,2.93
27866,Humboldt Park,Multi < 7,47810.0,9208.0,54.0,21.0,104.0,3.18
27867,Humboldt Park,Single Family,25190.0,7829.0,54.0,21.0,120.4,3.18
27868,Humboldt Park,Multi < 7,19255.0,5678.0,43.0,26.0,103.75,3.31
27869,Humboldt Park,Single Family,44059.0,8275.0,43.0,26.0,118.6,3.31
27871,Humboldt Park,Multi < 7,44092.0,10425.0,64.0,22.0,94.2,4.57
27873,Humboldt Park,Multi < 7,9997.0,3305.0,14.0,2.0,103.0,7.0
27874,Humboldt Park,Multi < 7,68677.0,8991.0,37.0,14.0,103.8,3.08
27875,Humboldt Park,Multi < 7,190003.0,31062.0,108.0,47.0,93.47,3.18
27876,Humboldt Park,Single Family,28193.0,2937.0,108.0,47.0,61.33,3.18
27877,Humboldt Park,Multi < 7,98119.0,15410.0,88.0,29.0,79.75,3.52
27878,Humboldt Park,Single Family,66113.0,12281.0,88.0,29.0,101.33,3.52
27880,Humboldt Park,Single Family,82212.0,14688.0,74.0,31.0,100.9,2.64
27881,Humboldt Park,Multi < 7,66995.0,15390.0,77.0,29.0,93.67,2.96
27882,Humboldt Park,Single Family,21224.0,5059.0,77.0,29.0,97.0,2.96
27883,Humboldt Park,Multi < 7,65975.0,17496.0,72.0,26.0,93.86,3.27
27884,Humboldt Park,Single Family,39498.0,6225.0,72.0,26.0,105.0,3.27
27885,Humboldt Park,Multi < 7,102849.0,22054.0,113.0,31.0,95.82,3.9
27886,Humboldt Park,Single Family,41471.0,4836.0,113.0,31.0,106.8,3.9
27887,Humboldt Park,Multi < 7,18678.0,3398.0,89.0,29.0,97.0,3.42
27888,Humboldt Park,Multi < 7,89723.0,13752.0,127.0,34.0,69.57,4.23
27889,Humboldt Park,Single Family,74233.0,8726.0,127.0,34.0,101.25,4.23
27890,Humboldt Park,Multi < 7,113792.0,20274.0,124.0,43.0,97.7,3.44
27891,Humboldt Park,Single Family,36114.0,6164.0,124.0,43.0,115.5,3.44
27892,Humboldt Park,Multi < 7,172006.0,11411.0,124.0,43.0,99.5,2.97
27893,Humboldt Park,Single Family,55305.0,8916.0,124.0,43.0,120.43,2.97
27894,Humboldt Park,Multi < 7,40263.0,8828.0,89.0,27.0,106.0,3.87
27895,Humboldt Park,Single Family,77772.0,11280.0,89.0,27.0,100.5,3.87
27896,Humboldt Park,Multi 7+,23311.0,4776.0,131.0,32.0,86.0,4.68
27897,Humboldt Park,Multi < 7,59035.0,15246.0,131.0,32.0,102.83,4.68
27898,Humboldt Park,Single Family,100114.0,15520.0,131.0,32.0,97.5,4.68
27900,Humboldt Park,Multi < 7,170010.0,31989.0,94.0,47.0,71.29,3.03
27901,Humboldt Park,Single Family,12887.0,2610.0,94.0,47.0,50.0,3.03
27902,Humboldt Park,Multi 7+,3125.0,3097.0,117.0,34.0,96.0,3.77
27903,Humboldt Park,Multi < 7,128349.0,18370.0,117.0,34.0,87.56,3.77
27904,Humboldt Park,Single Family,71944.0,3164.0,117.0,34.0,97.4,3.77
27906,Humboldt Park,Multi 7+,6936.0,1098.0,90.0,31.0,96.0,3.21
27907,Humboldt Park,Multi < 7,26893.0,5309.0,90.0,31.0,97.0,3.21
27908,Humboldt Park,Single Family,59812.0,10689.0,90.0,31.0,84.29,3.21
27910,Humboldt Park,Multi < 7,113711.0,16567.0,128.0,55.0,92.2,3.37
27911,Humboldt Park,Single Family,33799.0,4573.0,128.0,55.0,88.5,3.37
27912,Humboldt Park,Multi < 7,60168.0,13396.0,96.0,38.0,72.17,3.2
27913,Humboldt Park,Single Family,87091.0,11876.0,96.0,38.0,73.22,3.2
27914,Humboldt Park,Multi < 7,107165.0,16941.0,65.0,31.0,89.0,2.83
27915,Humboldt Park,Single Family,31848.0,2200.0,65.0,31.0,79.4,2.83
27917,Humboldt Park,Multi 7+,30488.0,5472.0,67.0,25.0,84.0,2.91
27918,Humboldt Park,Multi < 7,42789.0,7035.0,67.0,25.0,45.0,2.91
27919,Humboldt Park,Single Family,72579.0,9914.0,67.0,25.0,78.75,2.91
27920,Lakeview,Multi < 7,7522.0,3862.0,164.0,141.0,84.0,1.24
27922,Humboldt Park,Multi < 7,25529.0,4797.0,5.0,4.0,93.5,1.67
27924,Humboldt Park,Multi < 7,58696.0,8924.0,78.0,41.0,78.4,2.6
27926,Humboldt Park,Multi < 7,16252.0,3106.0,20.0,8.0,90.5,2.86
27927,Humboldt Park,Single Family,38594.0,2059.0,20.0,8.0,117.67,2.86
27928,Humboldt Park,Multi < 7,84183.0,10102.0,74.0,33.0,108.38,2.85
27929,Humboldt Park,Single Family,58106.0,11166.0,74.0,33.0,110.89,2.85
27930,Humboldt Park,Multi < 7,55321.0,16248.0,121.0,35.0,102.57,4.17
27931,Humboldt Park,Single Family,59934.0,15187.0,121.0,35.0,112.67,4.17
27933,Humboldt Park,Multi < 7,100027.0,10508.0,123.0,35.0,92.83,3.97
27934,Humboldt Park,Single Family,126287.0,21460.0,123.0,35.0,94.21,3.97
27935,Humboldt Park,Multi < 7,80318.0,16479.0,59.0,26.0,97.88,3.11
27936,Humboldt Park,Single Family,6371.0,3049.0,59.0,26.0,109.33,3.11
27937,Humboldt Park,Multi < 7,4850.0,2850.0,20.0,14.0,31.67,3.33
27938,Humboldt Park,Single Family,70990.0,5230.0,20.0,14.0,109.75,3.33
27939,Humboldt Park,Multi < 7,48391.0,8757.0,54.0,34.0,99.0,2.84
27940,Humboldt Park,Single Family,55629.0,13948.0,54.0,34.0,111.56,2.84
27942,Roseland,Multi 7+,21134.0,5053.0,0.0,0.0,0.0,0.0
27943,Humboldt Park,Multi < 7,52565.0,8723.0,54.0,17.0,85.0,3.38
27944,Humboldt Park,Single Family,23502.0,4484.0,54.0,17.0,107.0,3.38
27948,Humboldt Park,Single Family,59689.0,3942.0,21.0,11.0,118.5,4.2
27949,Humboldt Park,Multi < 7,85147.0,20107.0,58.0,28.0,91.11,2.9
27951,Humboldt Park,Multi < 7,27240.0,11497.0,22.0,6.0,95.67,3.67
27952,Humboldt Park,Multi < 7,111498.0,24834.0,105.0,41.0,95.0,3.0
27953,Humboldt Park,Multi < 7,30352.0,6693.0,97.0,33.0,102.0,4.22
27954,Humboldt Park,Single Family,110716.0,12349.0,97.0,33.0,103.0,4.22
27956,Humboldt Park,Multi < 7,84828.0,7954.0,62.0,19.0,106.0,3.44
27957,Humboldt Park,Single Family,129696.0,16067.0,62.0,19.0,102.5,3.44
27959,Humboldt Park,Multi < 7,42388.0,6230.0,32.0,12.0,0.0,3.2
27960,Humboldt Park,Multi < 7,12691.0,2276.0,58.0,17.0,12.0,3.57
27961,Humboldt Park,Single Family,76032.0,10243.0,58.0,17.0,120.56,3.57
27964,Humboldt Park,Multi < 7,43962.0,5113.0,52.0,35.0,98.6,2.08
27965,Humboldt Park,Single Family,26380.0,2735.0,52.0,35.0,69.5,2.08
27966,Humboldt Park,Multi < 7,151826.0,42952.0,112.0,46.0,94.4,2.8
27967,Humboldt Park,Multi < 7,85102.0,13330.0,94.0,31.0,101.71,4.27
27968,Humboldt Park,Single Family,86490.0,10656.0,94.0,31.0,105.63,4.27
27970,Humboldt Park,Multi < 7,72887.0,8634.0,85.0,38.0,66.83,3.4
27971,Humboldt Park,Single Family,8800.0,4937.0,85.0,38.0,89.33,3.4
27972,Humboldt Park,Multi < 7,12210.0,2116.0,13.0,14.0,96.0,1.86
27973,Humboldt Park,Single Family,16271.0,4255.0,13.0,14.0,59.25,1.86
27974,Humboldt Park,Multi < 7,60676.0,13733.0,32.0,26.0,85.33,2.67
27975,Humboldt Park,Multi < 7,40281.0,5649.0,19.0,14.0,38.67,2.71
27977,Humboldt Park,Single Family,29200.0,3932.0,19.0,14.0,107.25,2.71
27979,Humboldt Park,Multi < 7,52657.0,15101.0,73.0,29.0,81.38,3.48
27980,Humboldt Park,Single Family,36091.0,5700.0,73.0,29.0,109.75,3.48
27981,Humboldt Park,Multi < 7,64337.0,13775.0,25.0,10.0,67.4,3.57
27982,Humboldt Park,Multi < 7,84296.0,16742.0,46.0,22.0,75.88,3.07
27983,Humboldt Park,Multi < 7,19619.0,6681.0,27.0,9.0,64.67,3.38
27984,Humboldt Park,Multi < 7,105901.0,17260.0,37.0,16.0,98.0,2.64
27985,Humboldt Park,Multi < 7,86435.0,16111.0,56.0,16.0,103.8,3.5
27986,Humboldt Park,Single Family,31136.0,3782.0,56.0,16.0,79.0,3.5
27987,Humboldt Park,Multi < 7,105159.0,16471.0,37.0,18.0,74.0,2.31
27988,Humboldt Park,Single Family,37896.0,5173.0,37.0,18.0,74.0,2.31
27992,Humboldt Park,Multi < 7,47398.0,15985.0,77.0,35.0,37.2,2.41
27993,Humboldt Park,Multi < 7,16766.0,4776.0,11.0,4.0,49.5,2.75
27994,Humboldt Park,Multi < 7,12996.0,2721.0,177.0,154.0,96.0,1.23
27995,Humboldt Park,Multi < 7,55423.0,7887.0,89.0,22.0,50.5,2.6
27996,Humboldt Park,Single Family,67760.0,12479.0,89.0,22.0,99.57,2.6
27997,Humboldt Park,Multi < 7,12422.0,2069.0,15.0,9.0,121.0,2.14
27998,Humboldt Park,Single Family,37091.0,4667.0,15.0,9.0,83.0,2.14
27999,Humboldt Park,Multi < 7,16594.0,1803.0,27.0,12.0,118.5,3.0
28000,Humboldt Park,Single Family,29176.0,5842.0,27.0,12.0,120.0,3.0
28002,Humboldt Park,Single Family,65465.0,13163.0,44.0,12.0,101.5,4.0
28003,Humboldt Park,Multi < 7,59839.0,8922.0,42.0,12.0,110.0,3.5
28004,Humboldt Park,Multi < 7,32389.0,3436.0,55.0,21.0,73.33,2.75
28005,Humboldt Park,Multi < 7,86436.0,14916.0,54.0,23.0,104.0,3.38
28006,Humboldt Park,Multi 7+,45786.0,6439.0,80.0,27.0,83.0,3.2
28007,Humboldt Park,Multi < 7,50260.0,12107.0,80.0,27.0,98.4,3.2
28008,Rogers Park,Multi 7+,42036.0,4494.0,7.0,1.0,45.0,7.0
28009,Humboldt Park,Single Family,73244.0,3368.0,80.0,27.0,93.0,3.2
28010,Humboldt Park,Multi < 7,57808.0,17020.0,32.0,28.0,81.33,2.13
28011,Lakeview,Single Family,52411.0,3824.0,610.0,376.0,0.0,1.69
28012,Humboldt Park,Single Family,21403.0,2575.0,32.0,28.0,119.33,2.13
28013,Humboldt Park,Multi < 7,24111.0,5957.0,7.0,3.0,111.0,2.33
28015,Humboldt Park,Multi < 7,7676.0,3810.0,15.0,25.0,0.0,3.0
28016,Humboldt Park,Multi < 7,102139.0,15066.0,57.0,23.0,75.0,3.17
28017,Humboldt Park,Multi < 7,10638.0,4507.0,14.0,6.0,50.5,2.33
28018,Humboldt Park,Single Family,20646.0,2473.0,14.0,6.0,50.5,2.33
28020,Humboldt Park,Multi < 7,68953.0,13171.0,54.0,31.0,59.63,2.25
28021,Humboldt Park,Single Family,21990.0,5168.0,54.0,31.0,75.33,2.25
28022,Humboldt Park,Multi < 7,158570.0,29437.0,77.0,36.0,79.58,3.08
28023,Humboldt Park,Multi < 7,146658.0,32008.0,89.0,37.0,77.07,2.7
28024,Humboldt Park,Multi < 7,86157.0,17150.0,112.0,36.0,98.57,4.15
28025,Humboldt Park,Single Family,49809.0,6208.0,112.0,36.0,102.25,4.15
28028,Humboldt Park,Multi < 7,152375.0,31131.0,101.0,45.0,57.44,3.16
28029,Humboldt Park,Single Family,9806.0,3041.0,101.0,45.0,72.0,3.16
28030,Humboldt Park,Multi < 7,148310.0,20616.0,121.0,33.0,69.2,4.03
28031,Humboldt Park,Single Family,33147.0,6942.0,121.0,33.0,104.4,4.03
28032,Humboldt Park,Multi < 7,115041.0,25657.0,85.0,34.0,88.6,2.74
28033,Humboldt Park,Single Family,29751.0,4318.0,85.0,34.0,68.0,2.74
28034,Humboldt Park,Multi < 7,66034.0,16776.0,53.0,20.0,103.33,3.12
28035,Humboldt Park,Single Family,19349.0,4541.0,53.0,20.0,89.6,3.12
28036,Humboldt Park,Multi < 7,124148.0,27994.0,100.0,42.0,106.38,3.03
28037,Humboldt Park,Single Family,37795.0,2453.0,100.0,42.0,68.33,3.03
28038,Humboldt Park,Multi < 7,69359.0,15663.0,60.0,26.0,99.43,3.53
28039,Humboldt Park,Single Family,24272.0,2379.0,60.0,26.0,51.0,3.53
28040,Humboldt Park,Multi < 7,17294.0,4206.0,40.0,16.0,48.5,3.64
28041,Humboldt Park,Single Family,13438.0,1548.0,3.0,2.0,121.0,1.5
28042,Humboldt Park,Multi < 7,22000.0,3093.0,58.0,14.0,111.0,4.46
28043,Humboldt Park,Single Family,67353.0,8384.0,58.0,14.0,111.0,4.46
28044,Humboldt Park,Multi 7+,49743.0,,97.0,38.0,101.0,3.88
28045,Humboldt Park,Multi < 7,138000.0,29907.0,97.0,38.0,99.83,3.88
28047,Humboldt Park,Multi < 7,51262.0,5123.0,73.0,30.0,103.6,4.06
28048,Humboldt Park,Single Family,78473.0,7387.0,73.0,30.0,74.8,4.06
28049,Humboldt Park,Multi < 7,69745.0,16014.0,50.0,18.0,76.5,3.13
28050,Humboldt Park,Single Family,17803.0,4231.0,50.0,18.0,53.33,3.13
28051,Humboldt Park,Multi < 7,7518.0,3293.0,51.0,14.0,85.0,4.25
28052,Humboldt Park,Multi < 7,59441.0,10409.0,61.0,30.0,111.43,2.9
28053,Humboldt Park,Multi < 7,37462.0,8547.0,76.0,23.0,121.0,3.62
28054,Humboldt Park,Single Family,128925.0,17199.0,76.0,23.0,82.43,3.62
28055,Humboldt Park,Multi < 7,,1801.0,31.0,13.0,123.0,2.58
28056,Humboldt Park,Single Family,37409.0,12127.0,31.0,13.0,99.75,2.58
28057,Humboldt Park,Single Family,19303.0,3643.0,19.0,5.0,114.25,3.8
28058,Humboldt Park,Multi < 7,41044.0,11495.0,182.0,54.0,79.0,4.14
28059,Humboldt Park,Single Family,273014.0,27094.0,182.0,54.0,74.74,4.14
28060,Humboldt Park,Single Family,74525.0,8283.0,47.0,17.0,63.67,3.62
28061,Humboldt Park,Single Family,61910.0,3799.0,41.0,9.0,109.5,5.13
28062,Humboldt Park,Single Family,80668.0,12304.0,59.0,15.0,80.38,4.92
28063,Humboldt Park,Multi < 7,6038.0,1373.0,45.0,13.0,116.0,5.0
28064,Humboldt Park,Single Family,43361.0,4615.0,45.0,13.0,81.5,5.0
28065,Humboldt Park,Multi < 7,20959.0,10623.0,17.0,11.0,110.25,1.7
28066,Humboldt Park,Single Family,14402.0,3511.0,17.0,11.0,81.0,1.7
28068,Humboldt Park,Multi < 7,11158.0,951.0,19.0,6.0,0.0,3.17
28069,Humboldt Park,Single Family,35367.0,5372.0,19.0,6.0,94.5,3.17
28070,Humboldt Park,Multi 7+,8057.0,1944.0,62.0,28.0,87.0,2.48
28071,Humboldt Park,Multi < 7,63041.0,12688.0,62.0,28.0,91.0,2.48
28072,Humboldt Park,Single Family,7676.0,1449.0,62.0,28.0,106.0,2.48
28074,Humboldt Park,Multi 7+,6873.0,1919.0,67.0,26.0,87.0,2.91
28075,Humboldt Park,Multi < 7,79198.0,14273.0,67.0,26.0,54.29,2.91
28076,Humboldt Park,Multi < 7,18588.0,2081.0,38.0,15.0,106.0,2.92
28077,Humboldt Park,Single Family,64670.0,18784.0,38.0,15.0,118.55,2.92
28078,Humboldt Park,Single Family,79460.0,14322.0,59.0,17.0,103.55,3.47
28079,Humboldt Park,Single Family,45252.0,6279.0,17.0,5.0,120.0,4.25
28081,Humboldt Park,Multi < 7,65794.0,16414.0,53.0,24.0,77.14,2.65
28083,Humboldt Park,Multi < 7,52728.0,17008.0,56.0,28.0,91.0,2.55
28084,Roseland,Multi < 7,9055.0,2362.0,27.0,19.0,44.0,1.93
28085,Humboldt Park,Single Family,25022.0,5910.0,56.0,28.0,48.75,2.55
28089,Humboldt Park,Multi < 7,90875.0,4639.0,28.0,7.0,116.0,5.6
28090,Humboldt Park,Multi < 7,98929.0,5730.0,31.0,16.0,68.0,2.82
28091,Humboldt Park,Single Family,404721.0,18331.0,31.0,16.0,81.5,2.82
28092,Humboldt Park,Multi < 7,51884.0,17226.0,34.0,12.0,92.14,3.4
28093,Humboldt Park,Multi < 7,66904.0,10006.0,23.0,11.0,100.4,3.83
28094,Humboldt Park,Single Family,71910.0,,23.0,11.0,40.0,3.83
28095,Humboldt Park,Multi < 7,49880.0,7389.0,54.0,13.0,101.0,4.5
28096,Humboldt Park,Single Family,8585.0,3068.0,54.0,13.0,123.5,4.5
28097,Humboldt Park,Multi < 7,9991.0,4404.0,21.0,8.0,65.0,3.5
28098,Humboldt Park,Single Family,30203.0,2419.0,21.0,8.0,76.0,3.5
28100,Humboldt Park,Single Family,9506.0,3599.0,33.0,19.0,116.0,2.2
28101,Humboldt Park,Multi 7+,10314.0,1668.0,22.0,15.0,84.0,3.14
28102,Humboldt Park,Single Family,33514.0,5326.0,22.0,15.0,117.67,3.14
28104,Humboldt Park,Multi < 7,152515.0,20953.0,72.0,25.0,93.0,4.0
28105,Humboldt Park,Multi < 7,176836.0,23810.0,54.0,22.0,81.86,3.18
28106,Humboldt Park,Single Family,5096.0,2455.0,54.0,22.0,99.0,3.18
28108,Humboldt Park,Multi < 7,73072.0,17572.0,59.0,24.0,100.86,3.28
28109,Humboldt Park,Single Family,35767.0,6813.0,59.0,24.0,106.0,3.28
28110,Humboldt Park,Multi < 7,91329.0,17448.0,48.0,18.0,101.0,2.82
28113,Humboldt Park,Multi < 7,25297.0,5412.0,32.0,16.0,97.33,2.46
28114,Humboldt Park,Single Family,20690.0,3971.0,32.0,16.0,117.67,2.46
28116,Humboldt Park,Multi < 7,26398.0,3702.0,25.0,10.0,65.5,3.57
28117,Humboldt Park,Single Family,12089.0,3276.0,25.0,10.0,105.5,3.57
28118,Humboldt Park,Multi < 7,27706.0,6749.0,62.0,20.0,61.5,3.88
28119,Humboldt Park,Single Family,56415.0,9154.0,41.0,22.0,106.0,3.15
28121,Humboldt Park,Multi < 7,89715.0,18502.0,117.0,34.0,59.25,4.03
28122,Humboldt Park,Single Family,9468.0,2619.0,117.0,34.0,103.0,4.03
28123,Humboldt Park,Multi < 7,51958.0,7131.0,53.0,21.0,97.6,3.79
28124,Humboldt Park,Single Family,27150.0,9479.0,53.0,21.0,85.6,3.79
28125,Humboldt Park,Single Family,70852.0,8497.0,42.0,13.0,6.6,3.23
28126,Humboldt Park,Multi < 7,55765.0,7695.0,50.0,23.0,96.0,3.13
28127,Humboldt Park,Single Family,51868.0,7303.0,50.0,23.0,95.8,3.13
28128,Humboldt Park,Multi < 7,17614.0,4694.0,18.0,14.0,98.67,2.57
28129,Humboldt Park,Single Family,11943.0,2074.0,18.0,14.0,46.0,2.57
28133,Humboldt Park,Multi < 7,9407.0,2303.0,21.0,7.0,111.0,3.5
28135,Humboldt Park,Multi < 7,62192.0,11819.0,62.0,24.0,100.4,3.26
28136,Humboldt Park,Single Family,28060.0,6231.0,62.0,24.0,112.25,3.26
28137,Humboldt Park,Multi < 7,31466.0,5429.0,37.0,17.0,65.67,3.08
28139,Humboldt Park,Multi < 7,34920.0,6435.0,35.0,13.0,108.75,3.89
28141,Humboldt Park,Multi < 7,50013.0,12264.0,54.0,22.0,69.5,3.18
28142,Humboldt Park,Multi 7+,32469.0,7469.0,55.0,19.0,81.0,3.93
28143,Humboldt Park,Multi < 7,6717.0,1605.0,55.0,19.0,82.0,3.93
28144,Humboldt Park,Single Family,68923.0,11442.0,105.0,32.0,91.2,4.77
28145,Humboldt Park,Single Family,13232.0,2641.0,55.0,19.0,65.0,3.93
28147,Humboldt Park,Multi < 7,18723.0,5868.0,31.0,8.0,120.0,4.43
28148,Humboldt Park,Single Family,57642.0,4831.0,31.0,8.0,77.2,4.43
28149,Humboldt Park,Multi < 7,32268.0,10481.0,36.0,21.0,87.0,3.0
28150,Humboldt Park,Single Family,34142.0,3300.0,15.0,9.0,0.0,3.0
28151,Humboldt Park,Single Family,41214.0,2358.0,12.0,4.0,24.0,3.0
28153,Humboldt Park,Multi 7+,50000.0,11123.0,182.0,87.0,109.0,2.26
28154,Humboldt Park,Multi < 7,129712.0,33272.0,182.0,87.0,96.5,2.26
28156,Humboldt Park,Multi 7+,22278.0,3701.0,136.0,55.0,82.0,2.96
28157,Humboldt Park,Multi < 7,57164.0,14357.0,136.0,55.0,105.0,2.96
28158,Humboldt Park,Single Family,21784.0,2171.0,136.0,55.0,106.0,2.96
28161,Humboldt Park,Multi < 7,144426.0,22828.0,83.0,28.0,99.42,3.32
28164,Humboldt Park,Multi < 7,101865.0,19518.0,67.0,29.0,97.56,2.79
28165,Humboldt Park,Single Family,34434.0,9160.0,30.0,8.0,100.71,4.29
28166,Humboldt Park,Multi < 7,98607.0,17734.0,95.0,34.0,98.75,3.28
28167,Humboldt Park,Single Family,52796.0,9993.0,95.0,34.0,85.13,3.28
28168,Humboldt Park,Multi < 7,12082.0,2310.0,108.0,30.0,101.0,4.0
28169,Humboldt Park,Single Family,205078.0,27991.0,108.0,30.0,100.68,4.0
28170,Humboldt Park,Single Family,166700.0,31314.0,92.0,27.0,95.22,4.0
28171,Humboldt Park,Multi < 7,27216.0,7741.0,105.0,32.0,101.0,4.77
28172,Humboldt Park,Multi < 7,59465.0,5340.0,94.0,47.0,0.0,3.62
28173,Humboldt Park,Single Family,72377.0,14851.0,49.0,15.0,110.83,3.5
28174,Humboldt Park,Single Family,82401.0,14641.0,53.0,16.0,107.3,4.82
28175,Humboldt Park,Multi < 7,29264.0,6180.0,41.0,22.0,88.67,3.15
28176,Humboldt Park,Multi < 7,134470.0,22329.0,77.0,26.0,106.0,3.21
28178,Humboldt Park,Single Family,64488.0,13725.0,17.0,8.0,80.17,2.43
28179,Humboldt Park,Multi < 7,6564.0,2984.0,31.0,13.0,121.0,3.1
28180,Humboldt Park,Single Family,75929.0,10077.0,31.0,13.0,121.0,3.1
28182,Humboldt Park,Multi < 7,13614.0,4289.0,19.0,7.0,107.0,3.17
28183,Humboldt Park,Multi < 7,62231.0,15200.0,83.0,26.0,31.71,3.61
28184,Humboldt Park,Single Family,20920.0,2403.0,83.0,26.0,55.5,3.61
28185,Humboldt Park,Multi 7+,64378.0,12382.0,69.0,32.0,86.0,2.76
28186,Humboldt Park,Multi < 7,57559.0,13568.0,69.0,32.0,98.75,2.76
28187,Humboldt Park,Single Family,23299.0,6421.0,69.0,32.0,96.0,2.76
28189,Humboldt Park,Single Family,50623.0,7215.0,63.0,32.0,97.2,2.03
28190,Humboldt Park,Multi 7+,48057.0,14425.0,96.0,36.0,88.33,3.2
28191,Humboldt Park,Multi < 7,148530.0,14427.0,96.0,36.0,97.17,3.2
